player_id,league_id,team_id,footballer_id,footballer_name_footballer,age,club,league_name,position,position_acronym,contract,market_value,height,feet,rating,potential,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling,num_players,avg_age,total_squad_value,country,num_legionnaires,avg_marketing_val,num_teams,players,avg_marketing_val_league,avg_age_league
768,pl1,28,768,Dominik Pila,23,Lechia Gdansk,PKO BP Ekstraklasa,Right-Back,"ML, AMR, AML","Jun 30, 2025",€350k,"1,84m",right,48,56.0,0,55,55,45,0,0,0,0,50,0,0,0,60,0,0,0,0,65,55,60,45,55,55,65,50,30,60,35,65,65,65,60,50,45,60,55,60,60,50,35,30,55,40,60,45,50,45,50,35,30,35,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
769,pl1,28,769,Ivan Zhelizko,23,Lechia Gdansk,PKO BP Ekstraklasa,Defensive Midfield,DM,"Jun 30, 2028",€800k,"1,86m",right,53,66.0,0,60,55,50,0,0,0,0,60,0,0,0,70,0,0,0,0,65,55,50,70,60,75,80,35,70,50,60,55,65,55,55,55,50,50,60,60,55,60,45,40,65,40,40,55,40,45,55,30,45,60,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
770,pl1,28,770,Louis D'Arrigo,23,Lechia Gdansk,PKO BP Ekstraklasa,Defensive Midfield,"DM, MC","Jun 30, 2027",€300k,"1,78m",right,47,60.0,0,55,45,50,0,0,0,0,75,0,0,0,65,0,0,0,0,75,60,50,50,55,75,65,25,35,60,60,35,45,60,35,40,35,40,65,45,60,30,45,35,65,45,45,35,50,45,50,20,55,75,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
771,pl1,28,771,Adam Kardas,18,Lechia Gdansk,PKO BP Ekstraklasa,Defensive Midfield,ST,"Dec 31, 2025",€25k,"1,80m",,30,,0,35,45,30,0,0,0,0,60,0,0,0,25,0,0,0,0,45,35,30,40,15,30,45,50,45,60,15,20,25,20,60,60,15,45,55,60,40,25,20,10,45,10,5,55,60,60,25,20,5,20,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
772,pl1,28,772,Sergiy Buletsa,25,Lechia Gdansk,PKO BP Ekstraklasa,Attacking Midfield,"MC, AML","Jun 30, 2025",€900k,"1,72m",right,60,67.0,0,55,60,55,0,0,0,0,65,0,0,0,60,0,0,0,0,50,55,60,65,45,60,45,70,55,60,55,60,60,55,60,60,75,25,70,65,60,55,65,50,65,70,55,65,55,50,70,30,20,30,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
773,pl1,28,773,Rifet Kapic,29,Lechia Gdansk,PKO BP Ekstraklasa,Attacking Midfield,MC,"Jun 30, 2027",€800k,"1,79m",left,57,68.0,0,60,60,55,0,0,0,0,55,0,0,0,75,0,0,0,0,60,60,50,55,45,70,55,70,50,50,45,65,70,65,60,60,55,50,65,60,55,55,60,55,65,65,65,65,55,45,65,40,40,50,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
774,pl1,28,774,Tomasz Neugebauer,21,Lechia Gdansk,PKO BP Ekstraklasa,Attacking Midfield,MC,"Jun 30, 2027",€600k,"1,80m",right,45,,0,55,55,45,0,0,0,0,55,0,0,0,60,0,0,0,0,60,55,60,40,50,60,65,55,50,50,50,45,55,55,55,50,45,60,55,50,65,50,40,35,35,35,45,40,60,55,70,25,45,55,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
775,pl1,28,775,Anton Tsarenko,20,Lechia Gdansk,PKO BP Ekstraklasa,Attacking Midfield,"MC, AMC","Jun 30, 2025",€450k,"1,62m",right,52,,0,55,50,45,0,0,0,0,55,0,0,0,65,0,0,0,0,60,60,45,50,50,60,45,75,60,50,50,55,70,65,65,75,50,20,40,60,45,30,45,50,55,55,55,55,55,30,45,25,35,30,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
776,pl1,28,776,Karl Wendt,19,Lechia Gdansk,PKO BP Ekstraklasa,Attacking Midfield,MC,"Jun 30, 2028",€350k,"1,83m",,28,,0,40,55,35,0,0,0,0,40,0,0,0,45,0,0,0,0,40,35,40,35,40,35,60,30,35,40,45,45,45,45,55,50,45,50,60,55,60,45,35,35,40,35,40,35,35,30,35,25,35,40,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
777,pl1,28,777,Maksym Khlan,21,Lechia Gdansk,PKO BP Ekstraklasa,Left Winger,"AML, AMC","Jun 30, 2025",€1.00m,"1,70m",right,51,,0,50,55,50,0,0,0,0,60,0,0,0,60,0,0,0,0,35,55,40,50,60,60,65,35,40,55,50,55,65,60,55,55,55,50,40,65,60,50,35,55,65,40,45,65,35,40,55,20,35,55,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
778,pl1,28,778,Tomasz Wojtowicz,20,Lechia Gdansk,PKO BP Ekstraklasa,Left Winger,"DR, WBR","Jun 30, 2027",€650k,"1,80m",right,44,,0,40,50,40,0,0,0,0,45,0,0,0,50,0,0,0,0,40,30,40,50,35,65,30,45,40,40,30,45,50,50,75,70,45,40,35,70,45,35,30,20,50,45,65,30,45,35,15,30,50,70,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
779,pl1,28,779,Camilo Mena,22,Lechia Gdansk,PKO BP Ekstraklasa,Right Winger,AMR,"Jun 30, 2028",€1.20m,"1,75m",right,53,65.0,0,50,55,50,0,0,0,0,50,0,0,0,50,0,0,0,0,50,50,60,50,50,45,45,45,30,65,35,60,50,60,65,60,55,45,60,70,55,40,35,55,65,45,60,70,60,50,45,40,35,40,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
780,pl1,28,780,Kacper Sezonienko,21,Lechia Gdansk,PKO BP Ekstraklasa,Right Winger,"AML, ST","Jun 30, 2027",€300k,"1,93m",right,46,,0,50,60,40,0,0,0,0,50,0,0,0,40,0,0,0,0,55,55,60,45,65,45,55,55,35,60,35,55,40,55,60,50,55,70,55,55,60,60,35,50,45,30,45,40,50,55,35,25,40,45,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
781,pl1,28,781,Bartosz Borkowski,18,Lechia Gdansk,PKO BP Ekstraklasa,Right Winger,ST,"Dec 31, 2026",€25k,"1,80m",right,35,,0,40,45,30,0,0,0,0,60,0,0,0,30,0,0,0,0,30,60,35,65,20,30,55,55,50,60,30,25,30,25,65,65,30,25,40,65,50,15,25,25,35,25,15,60,65,45,30,5,15,5,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
782,pl1,28,782,Bogdan Viunnyk,22,Lechia Gdansk,PKO BP Ekstraklasa,Centre-Forward,"AML, AMC","Jun 30, 2028",€600k,"1,85m",both,54,65.0,0,50,60,45,0,0,0,0,55,0,0,0,50,0,0,0,0,45,55,55,60,50,60,55,35,35,60,50,50,55,60,60,60,65,60,55,70,60,60,30,60,65,25,55,40,60,60,45,15,30,40,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
783,pl1,28,783,Tomas Bobcek,23,Lechia Gdansk,PKO BP Ekstraklasa,Centre-Forward,ST,"Jun 30, 2027",€500k,"1,86m",right,50,61.0,0,50,55,45,0,0,0,0,55,0,0,0,45,0,0,0,0,35,55,40,55,60,55,50,60,40,55,65,50,45,40,60,45,50,65,60,55,60,55,35,55,45,30,40,45,60,70,55,20,50,30,27,22.6,€11.78m,Poland,16,€436k,18 teams,525,€468k,25.4
784,pl1,29,784,Filip Majchrowicz,24,Górnik Zabrze,PKO BP Ekstraklasa,Goalkeeper,GK,"Jun 30, 2026",€400k,"1,94m",right,53,65.0,50,45,60,15,75,55,60,20,40,60,55,55,35,55,60,30,65,20,40,60,50,60,55,60,15,35,15,60,55,55,45,40,60,70,85,45,45,45,75,5,10,35,0,0,0,0,0,0,0,0,0,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
785,pl1,29,785,Michal Szromnik,31,Górnik Zabrze,PKO BP Ekstraklasa,Goalkeeper,GK,"Jun 30, 2025",€250k,"1,90m",left,53,58.0,55,50,65,20,60,45,45,75,5,60,55,65,45,50,75,60,50,70,70,55,55,55,55,70,10,50,15,60,55,50,50,60,65,60,75,90,60,50,60,35,5,25,0,0,0,0,0,0,0,0,0,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
786,pl1,29,786,Kamil Soberka,18,Górnik Zabrze,PKO BP Ekstraklasa,Goalkeeper,GK,"Jun 30, 2025",€250k,"1,89m",left,34,,45,35,50,20,55,35,40,25,35,50,50,50,45,35,60,35,50,20,40,50,25,45,45,25,10,35,15,50,45,25,50,45,50,45,60,50,60,25,50,25,10,25,0,0,0,0,0,0,0,0,0,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
787,pl1,29,787,Mateusz Jelen,17,Górnik Zabrze,PKO BP Ekstraklasa,Goalkeeper,GK,-,€200k,"1,88m",,34,,45,35,40,15,45,65,50,25,5,60,50,45,65,60,65,40,40,55,30,55,30,40,65,30,10,55,10,60,30,25,25,55,35,5,65,65,30,20,25,30,5,15,0,0,0,0,0,0,0,0,0,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
788,pl1,29,788,Dominik Szala,18,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2028",€1.50m,"1,88m",right,38,,0,40,55,35,0,0,0,0,50,0,0,0,60,0,0,0,0,40,50,40,30,45,45,40,25,40,45,55,45,45,45,40,50,50,60,55,60,50,55,15,20,45,15,40,40,25,55,20,30,55,45,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
789,pl1,29,789,Kryspin Szczesniak,23,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Back,"DR, DC","Jun 30, 2026",€450k,"1,86m",right,49,58.0,0,50,55,45,0,0,0,0,40,0,0,0,40,0,0,0,0,45,50,45,55,55,55,60,40,45,35,60,60,45,60,50,45,55,55,45,55,60,60,30,30,45,40,45,50,30,60,30,50,60,50,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
790,pl1,29,790,Josema,28,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2026",€400k,"1,82m",left,61,65.0,0,55,70,50,0,0,0,0,60,0,0,0,60,0,0,0,0,60,65,65,55,50,60,70,45,40,30,60,60,55,60,65,65,65,65,65,70,70,75,30,40,55,30,50,35,30,65,35,35,75,75,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
791,pl1,29,791,Rafal Janicki,32,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2026",€400k,"1,88m",right,54,58.0,0,55,60,45,0,0,0,0,55,0,0,0,45,0,0,0,0,45,60,45,60,55,55,75,35,60,30,65,60,35,70,50,50,65,70,65,60,70,65,45,65,35,25,45,35,30,55,55,45,60,60,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
792,pl1,29,792,Erik Janza,31,Górnik Zabrze,PKO BP Ekstraklasa,Left-Back,DL,"Jun 30, 2026",€600k,"1,75m",left,56,60.0,0,55,60,50,0,0,0,0,55,0,0,0,55,0,0,0,0,65,60,55,60,60,60,65,30,35,50,65,70,55,70,60,65,60,45,55,65,65,60,55,30,55,55,65,55,30,35,30,60,60,65,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
793,pl1,29,793,Manu Sánchez,28,Górnik Zabrze,PKO BP Ekstraklasa,Right-Back,"DR, WBR","Jun 30, 2026",€500k,"1,83m",right,50,60.0,0,50,55,50,0,0,0,0,50,0,0,0,55,0,0,0,0,45,50,65,45,55,45,25,40,60,60,55,60,40,65,60,55,60,55,55,60,60,40,50,50,55,50,65,50,40,45,50,40,60,55,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
794,pl1,29,794,Norbert Wojtuszek,23,Górnik Zabrze,PKO BP Ekstraklasa,Right-Back,"MC, MR","Jun 30, 2025",€350k,"1,84m",,47,59.0,0,55,55,45,0,0,0,0,60,0,0,0,55,0,0,0,0,45,50,65,50,60,50,70,45,35,45,55,60,50,65,60,55,55,45,60,65,55,40,35,20,55,40,45,60,40,40,45,35,45,55,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
795,pl1,29,795,Norbert Barczak,19,Górnik Zabrze,PKO BP Ekstraklasa,Right-Back,"DR, DM","Jun 30, 2025",€200k,"1,83m",right,39,,0,50,50,45,0,0,0,0,45,0,0,0,40,0,0,0,0,45,40,45,45,40,50,55,50,50,50,55,60,55,60,55,45,45,50,50,55,55,50,60,55,45,45,60,40,30,40,30,40,45,45,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
796,pl1,29,796,Damian Rasak,28,Górnik Zabrze,PKO BP Ekstraklasa,Defensive Midfield,MC,"Jun 30, 2025",€800k,"1,84m",right,53,57.0,0,60,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,65,65,70,50,55,60,70,35,55,50,65,65,55,70,60,55,65,55,65,60,65,65,35,45,60,40,40,50,35,50,50,35,55,55,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
797,pl1,29,797,Patrik Hellebrand,25,Górnik Zabrze,PKO BP Ekstraklasa,Attacking Midfield,"MC, AMC","Jun 30, 2027",€550k,"1,80m",,52,65.0,0,50,50,55,0,0,0,0,70,0,0,0,70,0,0,0,0,40,60,45,65,55,70,60,80,35,40,35,40,70,35,50,65,45,35,50,65,60,45,60,70,60,45,50,75,45,50,45,45,35,35,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
798,pl1,29,798,Lukas Ambros,20,Górnik Zabrze,PKO BP Ekstraklasa,Attacking Midfield,"MC, AMC","Jun 30, 2027",€350k,"1,82m",left,48,,0,55,55,55,0,0,0,0,65,0,0,0,65,0,0,0,0,55,45,45,55,50,50,65,70,70,55,40,55,70,55,60,60,55,45,65,60,55,40,65,60,70,65,50,65,50,40,55,10,40,40,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
799,pl1,29,799,Nikodem Zielonka,20,Górnik Zabrze,PKO BP Ekstraklasa,Attacking Midfield,AMC,"Jun 30, 2025",€150k,"1,84m",,41,,0,45,60,40,0,0,0,0,55,0,0,0,45,0,0,0,0,40,40,55,45,40,40,55,55,20,50,40,45,50,60,55,60,40,55,85,60,55,50,40,20,55,45,50,70,35,40,35,15,35,20,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
800,pl1,29,800,Kamil Lukoszek,22,Górnik Zabrze,PKO BP Ekstraklasa,Left Winger,AML,"Jun 30, 2025",€400k,"1,75m",left,45,53.0,0,50,45,45,0,0,0,0,70,0,0,0,60,0,0,0,0,30,35,40,50,45,55,85,50,60,50,40,45,35,50,55,70,25,20,50,50,50,30,40,25,50,40,40,70,65,30,25,35,30,45,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
801,pl1,29,801,Yosuke Furukawa,21,Górnik Zabrze,PKO BP Ekstraklasa,Left Winger,AML,"Jun 30, 2025",€350k,"1,74m",right,58,,0,50,50,55,0,0,0,0,70,0,0,0,65,0,0,0,0,25,65,40,35,20,65,65,60,60,50,30,35,55,70,65,75,10,20,40,60,70,65,45,75,70,35,65,80,50,55,30,10,30,60,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
802,pl1,29,802,Taofeek Ismaheel,24,Górnik Zabrze,PKO BP Ekstraklasa,Right Winger,"AMR, ST","Jun 30, 2027",€600k,"1,72m",right,54,59.0,0,50,55,45,0,0,0,0,60,0,0,0,55,0,0,0,0,55,60,60,50,40,40,70,70,30,60,25,55,40,55,65,75,45,30,60,65,60,35,50,35,60,45,55,60,60,30,55,30,25,25,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
803,pl1,29,803,Aleksander Tobolik,18,Górnik Zabrze,PKO BP Ekstraklasa,Right Winger,"AML, AMC","Jun 30, 2027",€200k,"1,74m",,34,,0,40,45,35,0,0,0,0,45,0,0,0,45,0,0,0,0,35,30,45,30,30,40,50,40,25,40,40,40,50,40,45,55,55,25,45,60,45,20,30,25,50,45,40,60,40,20,30,10,20,20,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
804,pl1,29,804,Pawel Olkowski,34,Górnik Zabrze,PKO BP Ekstraklasa,Right Winger,"DR, WBR, AMR","Jun 30, 2025",€150k,"1,84m",right,54,68.0,0,55,65,50,0,0,0,0,50,0,0,0,50,0,0,0,0,55,55,65,50,50,45,65,50,40,55,50,65,55,65,65,55,65,55,85,70,75,60,30,45,50,35,55,40,40,45,55,75,50,50,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
805,pl1,29,805,Sinan Bakış,30,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Forward,ST,"Jun 30, 2025",€1.20m,"1,88m",right,64,65.0,0,55,65,50,0,0,0,0,70,0,0,0,45,0,0,0,0,45,55,55,75,50,55,70,65,35,70,25,50,55,40,65,65,60,70,55,65,60,70,50,65,70,35,40,60,75,70,70,20,20,25,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
806,pl1,29,806,Luka Zahovic,29,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Forward,ST,"Jun 30, 2026",€500k,"1,77m",right,56,63.0,0,60,60,45,0,0,0,0,55,0,0,0,60,0,0,0,0,55,65,60,70,65,65,60,70,50,60,20,65,55,60,60,60,60,55,50,65,65,55,45,50,60,40,40,60,55,65,50,35,25,20,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
807,pl1,29,807,Aleksander Buksa,21,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Forward,ST,"Jun 30, 2027",€300k,"1,89m",left,53,,0,55,65,45,0,0,0,0,50,0,0,0,45,0,0,0,0,25,55,65,55,45,55,70,60,35,60,30,70,50,65,65,60,60,75,65,55,60,70,40,45,45,25,40,55,55,60,60,35,25,30,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
808,pl1,29,808,Lukas Podolski,39,Górnik Zabrze,PKO BP Ekstraklasa,Centre-Forward,"AMC, ST","Jun 30, 2025",€200k,"1,82m",left,55,78.0,0,60,50,60,0,0,0,0,70,0,0,0,80,0,0,0,0,40,70,55,90,35,70,70,45,75,50,30,75,70,30,40,50,70,50,45,50,40,65,70,85,75,50,65,55,75,40,75,45,25,25,26,25.2,€11.25m,Poland,10,€433k,18 teams,525,€468k,25.4
809,pl1,30,809,Frantisek Plach,32,Piast Gliwice,PKO BP Ekstraklasa,Goalkeeper,GK,"Jun 30, 2026",€400k,"1,92m",left,57,58.0,50,50,55,40,70,55,60,15,30,65,60,60,50,35,70,40,55,60,70,55,60,60,50,60,15,55,15,60,60,55,55,40,70,55,75,60,45,40,60,40,25,50,0,0,0,0,0,0,0,0,0,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
810,pl1,30,810,Karol Szymanski,31,Piast Gliwice,PKO BP Ekstraklasa,Goalkeeper,GK,"Jun 30, 2026",€250k,"1,92m",right,44,50.0,50,45,55,30,60,55,60,50,35,55,50,55,40,35,55,35,50,40,35,55,40,55,60,60,45,25,20,55,50,40,40,50,45,55,75,50,50,45,65,35,15,40,0,0,0,0,0,0,0,0,0,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
811,pl1,30,811,Bartlomiej Jelonek,22,Piast Gliwice,PKO BP Ekstraklasa,Goalkeeper,GK,"Jun 30, 2025",€25k,"1,88m",,35,30.0,40,40,35,20,65,40,40,25,5,50,35,40,45,55,45,25,30,65,30,55,20,40,65,50,10,60,5,50,30,25,25,65,45,5,65,40,45,10,20,35,5,20,0,0,0,0,0,0,0,0,0,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
812,pl1,30,812,Dawid Rychta,18,Piast Gliwice,PKO BP Ekstraklasa,Goalkeeper,GK,"Jun 30, 2027",€25k,"1,92m",,30,,40,35,45,10,35,50,55,25,10,50,40,50,40,50,45,40,30,65,30,65,20,40,45,25,15,10,10,45,35,30,25,65,70,35,65,30,50,25,35,15,15,5,0,0,0,0,0,0,0,0,0,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
813,pl1,30,813,Miguel Nóbrega,24,Piast Gliwice,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2025",€600k,"1,90m",right,54,63.0,0,60,65,45,0,0,0,0,55,0,0,0,50,0,0,0,0,45,60,70,55,60,60,65,50,50,55,55,60,60,60,65,55,60,65,75,65,60,60,35,35,60,30,30,55,40,65,30,20,60,50,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
814,pl1,30,814,Tomas Huk,29,Piast Gliwice,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2025",€500k,"1,84m",right,53,61.0,0,60,55,40,0,0,0,0,40,0,0,0,40,0,0,0,0,60,60,75,75,70,60,55,25,75,50,65,70,40,80,50,25,80,55,40,55,70,65,25,40,35,35,35,35,25,65,40,45,60,65,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
815,pl1,30,815,Jakub Czerwinski,33,Piast Gliwice,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2026",€400k,"1,83m",both,58,59.0,0,60,60,45,0,0,0,0,50,0,0,0,55,0,0,0,0,70,70,70,60,60,60,65,20,45,40,70,65,45,80,55,45,65,65,60,55,65,65,20,35,45,25,25,35,30,65,30,40,70,70,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
816,pl1,30,816,Constantin Reiner,27,Piast Gliwice,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2025",€350k,"1,97m",right,55,61.0,0,50,65,40,0,0,0,0,45,0,0,0,45,0,0,0,0,25,55,65,50,45,45,70,45,40,25,65,60,45,65,55,50,70,90,45,45,70,85,25,30,40,25,30,25,25,60,40,55,60,60,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
817,pl1,30,817,Miguel Muñoz,28,Piast Gliwice,PKO BP Ekstraklasa,Centre-Back,DC,"Jun 30, 2025",€100k,"1,82m",right,44,48.0,0,50,55,35,0,0,0,0,50,0,0,0,40,0,0,0,0,50,50,45,55,55,60,65,30,40,35,60,55,45,60,55,50,45,60,60,60,60,50,15,20,60,15,20,40,25,55,25,15,55,55,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
818,pl1,30,818,Jakub Lewicki,19,Piast Gliwice,PKO BP Ekstraklasa,Left-Back,DL,"Jun 30, 2027",€600k,"1,82m",both,44,,0,50,55,40,0,0,0,0,50,0,0,0,50,0,0,0,0,40,45,55,55,55,60,35,25,30,50,65,60,55,55,60,55,50,45,65,60,55,45,10,35,45,25,45,45,50,45,20,45,45,45,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
819,pl1,30,819,Igor Drapinski,20,Piast Gliwice,PKO BP Ekstraklasa,Left-Back,"DL, DC","Jun 30, 2026",€400k,"1,86m",left,41,,0,45,55,45,0,0,0,0,55,0,0,0,50,0,0,0,0,55,55,50,40,60,50,5,25,5,40,65,55,50,60,55,35,60,65,75,35,60,40,30,25,75,40,50,50,40,55,30,25,50,65,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
820,pl1,30,820,Arkadiusz Pyrka,22,Piast Gliwice,PKO BP Ekstraklasa,Right-Back,MR,"Jun 30, 2025",€2.00m,"1,77m",,52,65.0,0,50,60,40,0,0,0,0,50,0,0,0,45,0,0,0,0,50,45,50,45,45,45,65,60,25,55,45,55,40,60,80,65,55,45,65,80,55,50,40,35,55,50,45,55,25,20,15,45,35,45,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
821,pl1,30,821,Tomasz Mokwa,31,Piast Gliwice,PKO BP Ekstraklasa,Right-Back,DR,"Jun 30, 2025",€250k,"1,81m",right,44,45.0,0,45,55,40,0,0,0,0,35,0,0,0,40,0,0,0,0,60,45,60,55,55,45,50,5,30,30,45,55,45,60,55,55,40,45,55,55,70,65,25,35,35,35,40,30,40,40,35,40,45,55,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
822,pl1,30,822,Piotr Liszewski,19,Piast Gliwice,PKO BP Ekstraklasa,Right-Back,AMC,"Jun 30, 2026",€25k,"1,84m",,20,40.0,0,45,45,35,0,0,0,0,40,0,0,0,40,0,0,0,0,65,45,45,35,30,40,65,35,55,40,30,45,35,50,45,45,20,40,70,45,45,40,35,35,40,35,35,45,35,25,35,5,30,35,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
823,pl1,30,823,Patryk Dziczek,26,Piast Gliwice,PKO BP Ekstraklasa,Defensive Midfield,"DM, MC","Jun 30, 2025",€800k,"1,82m",right,59,60.0,0,60,60,50,0,0,0,0,55,0,0,0,70,0,0,0,0,80,65,65,60,65,70,70,35,30,55,65,65,65,65,50,50,55,60,65,55,65,70,50,55,55,25,40,50,25,50,55,60,60,60,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
824,pl1,30,824,Grzegorz Tomasiewicz,28,Piast Gliwice,PKO BP Ekstraklasa,Defensive Midfield,"MC, AMC","Jun 30, 2026",€550k,"1,69m",both,57,58.0,0,60,55,45,0,0,0,0,65,0,0,0,70,0,0,0,0,60,60,65,65,50,60,70,70,40,55,50,65,75,65,60,65,55,25,65,55,65,35,40,65,65,20,50,60,55,50,50,10,20,35,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
825,pl1,30,825,Oskar Lesniak,20,Piast Gliwice,PKO BP Ekstraklasa,Defensive Midfield,MC,"Jun 30, 2027",€25k,"1,76m",,31,40.0,0,35,45,40,0,0,0,0,50,0,0,0,45,0,0,0,0,25,45,35,40,25,50,5,50,25,50,25,50,45,40,45,55,55,60,35,45,40,35,40,10,50,35,30,45,40,35,45,20,50,50,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
826,pl1,30,826,Milosz Szczepanski,26,Piast Gliwice,PKO BP Ekstraklasa,Attacking Midfield,"MC, AMC","Jun 30, 2025",€400k,"1,68m",right,53,68.0,0,60,50,45,0,0,0,0,55,0,0,0,70,0,0,0,0,65,70,65,55,50,50,75,60,20,70,20,75,75,75,60,70,40,25,35,60,60,35,65,45,65,60,45,65,35,15,60,10,30,40,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
827,pl1,30,827,Michal Chrapek,32,Piast Gliwice,PKO BP Ekstraklasa,Attacking Midfield,"MC, AMC","Jun 30, 2025",€300k,"1,75m",right,56,56.0,0,60,55,50,0,0,0,0,60,0,0,0,65,0,0,0,0,60,60,55,65,55,60,45,70,35,65,60,65,70,70,60,60,50,40,65,60,50,55,50,60,65,50,50,55,45,35,60,25,40,55,28,26.4,€10.53m,Poland,8,€376k,18 teams,525,€468k,25.4
