player_id,footballer_id,footballer_name_player,rating,potential,position_acronym,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling,league_id,team_id,footballer_name_footballer,club,league_name,trikot_num,position,birthday,age,nationality_img_path,height,feet,contract,market_value,footballer_img_path,league_name_team,league_id_team,team_name,team_info_link,img_path,num_players,avg_age,num_legionnaires,avg_marketing_val,total_squad_value,league_name_league,league_logo_path,country,num_teams,players,foreign_players,avg_marketing_val_league,avg_age_league,most_valuable_player,total_market_value
620,620,David Ezeh,43,,ST,0,50,55,45,0,0,0,0,50,0,0,0,50,0,0,0,0,50,50,55,50,50,50,70,55,5,60,35,55,50,60,60,55,55,65,50,65,45,40,45,30,60,45,40,45,65,45,55,35,20,35,pl1,22,David Ezeh,Raków Częstochowa,PKO BP Ekstraklasa,29,Centre-Forward,"Feb 13, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/49.png?lm=1520611569,"1,87m",,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/937987-1721900078.png?lm=1,PKO BP Ekstraklasa,pl1,Raków Częstochowa,/rakow-czestochowa/startseite/verein/9644/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/9644.png?lm=1706715423,31,25.3,19,€821k,€25.45m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
621,621,Tomasz Walczak,45,,ST,0,50,60,45,0,0,0,0,40,0,0,0,50,0,0,0,0,55,40,55,60,40,55,60,25,60,60,35,35,45,50,55,45,60,75,50,55,60,70,55,45,50,25,40,50,55,55,45,35,30,35,pl1,22,Tomasz Walczak,Raków Częstochowa,PKO BP Ekstraklasa,91,Centre-Forward,"Aug 17, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,92m",both,"Jun 30, 2026",€75k,https://img.a.transfermarkt.technology/portrait/medium/618410-1721900128.png?lm=1,PKO BP Ekstraklasa,pl1,Raków Częstochowa,/rakow-czestochowa/startseite/verein/9644/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/9644.png?lm=1706715423,31,25.3,19,€821k,€25.45m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
622,622,Maksymilian Stryjek,54,58.0,GK,55,45,55,30,60,70,40,45,15,65,70,70,35,40,70,60,65,70,55,60,45,70,60,55,15,40,15,55,45,25,40,30,65,55,70,70,35,55,65,30,15,40,0,0,0,0,0,0,0,0,0,pl1,23,Maksymilian Stryjek,Jagiellonia Bialystok,PKO BP Ekstraklasa,1,Goalkeeper,"Jul 18, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,88m",right,"Jun 30, 2026",€450k,https://img.a.transfermarkt.technology/portrait/medium/240457-1624629884.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
623,623,Sławomir Abramowicz,40,,GK,50,40,55,25,45,45,50,55,20,55,55,65,60,70,60,40,60,40,45,45,50,50,50,50,5,45,5,50,50,45,30,45,45,50,80,70,45,40,45,35,15,20,0,0,0,0,0,0,0,0,0,pl1,23,Slawomir Abramowicz,Jagiellonia Bialystok,PKO BP Ekstraklasa,50,Goalkeeper,"Jun 9, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,89m",left,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/805834-1718374699.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
624,624,Miłosz Piekutowski,35,,GK,50,40,50,20,65,45,40,25,30,75,50,40,50,50,70,50,35,40,45,50,35,40,35,65,10,30,15,55,45,30,40,50,45,45,65,70,50,40,25,35,10,20,0,0,0,0,0,0,0,0,0,pl1,23,Milosz Piekutowski,Jagiellonia Bialystok,PKO BP Ekstraklasa,66,Goalkeeper,"May 8, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,89m",both,"Jun 30, 2026",€250k,https://img.a.transfermarkt.technology/portrait/medium/965043-1718374740.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
625,625,Mateusz Skrzypczak,48,60.0,DM,0,55,55,45,0,0,0,0,55,0,0,0,55,0,0,0,0,55,55,60,55,55,55,60,25,70,50,60,55,50,60,55,55,55,60,60,50,60,60,40,15,50,35,35,40,45,50,40,30,60,60,pl1,23,Mateusz Skrzypczak,Jagiellonia Bialystok,PKO BP Ekstraklasa,72,Centre-Back,"Aug 22, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,89m",right,"Jun 30, 2027",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/345454-1718375896.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
626,626,Adrián Diéguez,56,58.0,DC,0,65,55,50,0,0,0,0,40,0,0,0,60,0,0,0,0,70,75,60,50,65,65,80,50,60,75,75,70,45,75,55,50,30,65,65,55,65,60,40,55,40,60,60,30,30,50,55,55,60,60,pl1,23,Adrián Diéguez,Jagiellonia Bialystok,PKO BP Ekstraklasa,17,Centre-Back,"Feb 4, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,88m",left,"Jun 30, 2026",€700k,https://img.a.transfermarkt.technology/portrait/medium/355335-1718375974.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
627,627,Dusan Stojinovic,52,67.0,DC,0,55,60,40,0,0,0,0,50,0,0,0,45,0,0,0,0,60,55,55,60,60,55,60,40,70,50,60,50,50,50,55,65,55,60,60,55,60,65,35,20,45,25,30,40,35,60,25,45,60,60,pl1,23,Dusan Stojinovic,Jagiellonia Bialystok,PKO BP Ekstraklasa,3,Centre-Back,"Aug 26, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/155.png?lm=1520611569,"1,87m",right,"Jun 30, 2027",€400k,https://img.a.transfermarkt.technology/portrait/medium/469688-1718376175.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
628,628,Jetmir Haliti,55,60.0,"DL, DC",0,55,60,45,0,0,0,0,55,0,0,0,55,0,0,0,0,60,55,60,55,55,55,60,60,40,55,55,55,50,55,70,45,60,65,60,75,65,55,35,30,55,35,45,55,30,45,35,35,55,55,pl1,23,Jetmir Haliti,Jagiellonia Bialystok,PKO BP Ekstraklasa,4,Centre-Back,"Sep 14, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/244.png?lm=1520611569,"1,88m",right,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/410840-1718376126.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
629,629,João Moutinho,53,58.0,DL,0,55,55,55,0,0,0,0,60,0,0,0,65,0,0,0,0,50,60,50,65,55,55,45,50,35,50,60,50,65,55,55,55,50,65,50,60,65,45,50,50,65,40,60,55,45,60,60,30,50,60,pl1,23,João Moutinho,Jagiellonia Bialystok,PKO BP Ekstraklasa,44,Left-Back,"Jan 12, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,83m",left,"Jun 30, 2025",€700k,https://img.a.transfermarkt.technology/portrait/medium/461906-1675245011.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
630,630,Cezary Polak,39,,AML,0,40,50,40,0,0,0,0,60,0,0,0,50,0,0,0,0,25,40,20,45,25,65,75,60,40,30,30,35,35,40,65,65,35,30,55,65,40,35,20,25,60,30,40,65,55,35,15,30,20,30,pl1,23,Cezary Polak,Jagiellonia Bialystok,PKO BP Ekstraklasa,5,Left-Back,"May 31, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,84m",,"Jun 30, 2027",€300k,https://img.a.transfermarkt.technology/portrait/medium/705826-1698869857.png?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
631,631,Michal Sacek,59,68.0,"DR, WBR, MC",0,55,60,55,0,0,0,0,65,0,0,0,60,0,0,0,0,45,55,60,55,85,60,65,65,50,45,55,35,45,70,60,75,60,45,40,70,65,45,55,70,60,60,50,65,35,65,55,40,50,50,pl1,23,Michal Sacek,Jagiellonia Bialystok,PKO BP Ekstraklasa,16,Right-Back,"Sep 19, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/172.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/430054-1718375936.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
632,632,Peter Kovacik,53,63.0,DR,0,55,55,50,0,0,0,0,75,0,0,0,60,0,0,0,0,75,65,50,30,75,75,80,45,5,55,40,55,50,60,70,65,40,45,55,50,55,40,50,25,50,50,65,55,15,20,40,50,50,80,pl1,23,Peter Kovacik,Jagiellonia Bialystok,PKO BP Ekstraklasa,22,Right-Back,"Dec 1, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/154.png?lm=1520611569,-,right,"Jun 30, 2025",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/704979-1717478446.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
633,633,Tomás Silva,59,63.0,"DR, WBR, MC",0,65,55,55,0,0,0,0,65,0,0,0,55,0,0,0,0,70,65,70,55,60,55,75,65,50,60,50,70,60,75,65,65,55,30,60,65,75,35,45,60,65,55,65,60,45,40,50,30,25,75,pl1,23,Tomás Silva,Jagiellonia Bialystok,PKO BP Ekstraklasa,82,Right-Back,"Oct 15, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,72m",right,"Jun 30, 2026",€500k,https://img.a.transfermarkt.technology/portrait/medium/461939-1571745944.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
634,634,Nené,55,57.0,"DM, MC",0,60,60,60,0,0,0,0,55,0,0,0,65,0,0,0,0,70,55,50,60,60,60,60,65,45,50,60,65,60,65,55,55,65,60,65,60,65,65,60,55,65,65,65,55,50,55,70,40,45,60,pl1,23,Nené,Jagiellonia Bialystok,PKO BP Ekstraklasa,8,Defensive Midfield,"Jun 10, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,87m",left,"Jun 30, 2025",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/301824-1718376445.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
635,635,Jaroslaw Kubicki,24,15.0,MC,27,24,25,14,13,20,25,27,15,16,15,19,14,17,23,20,19,12,17,11,28,13,25,10,23,16,13,15,11,16,23,12,13,28,22,27,22,16,26,13,20,27,15,26,25,11,23,12,27,11,14,pl1,23,Jaroslaw Kubicki,Jagiellonia Bialystok,PKO BP Ekstraklasa,14,Defensive Midfield,"Aug 7, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€550k,https://img.a.transfermarkt.technology/portrait/medium/327756-1718376497.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
636,636,Taras Romanczuk,57,63.0,"DM, MC",0,60,60,50,0,0,0,0,55,0,0,0,60,0,0,0,0,50,65,65,55,65,60,75,50,70,60,70,65,50,70,55,45,60,65,65,55,55,70,45,40,45,40,45,45,50,65,50,55,65,65,pl1,23,Taras Romanczuk,Jagiellonia Bialystok,PKO BP Ekstraklasa,6,Defensive Midfield,"Nov 14, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,86m",left,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/280939-1718376604.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
637,637,Aurélien Nguiamba,55,64.0,"DM, MC",0,55,55,55,0,0,0,0,55,0,0,0,70,0,0,0,0,25,55,55,50,60,60,70,25,70,55,50,50,65,65,55,60,55,50,60,60,55,50,20,40,65,50,60,60,55,35,60,50,65,65,pl1,23,Aurélien Nguiamba,Jagiellonia Bialystok,PKO BP Ekstraklasa,39,Defensive Midfield,"Jan 18, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,79m",left,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/344595-1718376654.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
638,638,Marcin Listkowski,55,60.0,MC,0,60,55,45,0,0,0,0,60,0,0,0,55,0,0,0,0,70,60,65,40,60,50,70,65,50,70,60,70,65,60,65,70,50,40,60,60,55,40,40,35,60,40,50,55,55,25,50,20,45,40,pl1,23,Marcin Listkowski,Jagiellonia Bialystok,PKO BP Ekstraklasa,29,Attacking Midfield,"Feb 10, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,78m",both,-,€200k,https://img.a.transfermarkt.technology/portrait/medium/291276-1663745828.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
639,639,Darko Churlinov,60,70.0,"AMR, AML",0,60,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,80,55,55,55,50,45,85,80,30,55,40,55,60,70,75,75,50,40,65,75,60,40,55,50,65,55,50,70,50,35,45,30,40,40,pl1,23,Darko Churlinov,Jagiellonia Bialystok,PKO BP Ekstraklasa,21,Left Winger,"Jul 11, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/100.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/386786-1657182282.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
640,640,Kristoffer Normann Hansen,50,55.0,AMC,0,55,55,50,0,0,0,0,60,0,0,0,50,0,0,0,0,55,55,50,55,50,45,55,70,30,60,40,65,45,65,65,45,50,55,60,65,60,55,30,40,55,55,60,55,60,30,70,30,40,35,pl1,23,Kristoffer Hansen,Jagiellonia Bialystok,PKO BP Ekstraklasa,99,Left Winger,"Aug 12, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/125.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€600k,https://img.a.transfermarkt.technology/portrait/medium/180215-1718376997.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
641,641,Damian Wojdakowski,33,,AMR,0,45,40,40,0,0,0,0,35,0,0,0,55,0,0,0,0,55,35,35,40,40,30,85,55,40,50,15,40,40,40,45,55,15,30,60,60,50,20,30,25,60,30,55,45,40,30,30,30,30,35,pl1,23,Damian Wojdakowski,Jagiellonia Bialystok,PKO BP Ekstraklasa,38,Left Winger,"Jun 24, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,81m",right,"Dec 31, 2024",€50k,https://img.a.transfermarkt.technology/portrait/medium/742945-1718377480.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
642,642,Miki Villar,52,52.0,AMR,0,50,55,50,0,0,0,0,60,0,0,0,55,0,0,0,0,45,55,45,50,50,55,30,60,60,60,50,50,60,60,60,65,50,40,50,60,60,35,40,40,65,40,50,70,50,35,50,30,40,45,pl1,23,Miki Villar,Jagiellonia Bialystok,PKO BP Ekstraklasa,20,Right Winger,"Sep 19, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,73m",right,"Jun 30, 2026",€450k,https://img.a.transfermarkt.technology/portrait/medium/382970-1676231942.png?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
643,643,Afimico Pululu,54,65.0,"AML, ST",0,50,60,45,0,0,0,0,65,0,0,0,55,0,0,0,0,50,50,40,60,45,40,65,70,25,65,30,50,40,65,65,65,75,35,50,65,60,80,35,65,60,30,50,70,55,40,45,20,25,30,pl1,23,Afimico Pululu,Jagiellonia Bialystok,PKO BP Ekstraklasa,10,Centre-Forward,"Mar 23, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/6.png?lm=1520611569,"1,75m",left,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/410649-1718376843.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
644,644,Lamine Diaby Fadiga,52,61.0,ST,0,50,60,50,0,0,0,0,65,0,0,0,65,0,0,0,0,60,65,25,55,50,40,50,60,30,70,55,50,55,60,65,55,55,60,50,65,60,60,45,35,60,50,45,60,60,50,55,20,40,35,pl1,23,Lamine Diaby-Fadiga,Jagiellonia Bialystok,PKO BP Ekstraklasa,9,Centre-Forward,"Jan 19, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,88m",left,"Jun 30, 2026",€600k,https://img.a.transfermarkt.technology/portrait/medium/495669-1724099356.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
645,645,Jesús Imaz,60,63.0,"AMC, ST",0,65,55,50,0,0,0,0,65,0,0,0,60,0,0,0,0,60,65,60,65,60,65,70,65,50,75,40,65,75,65,55,65,60,40,55,55,60,45,45,50,70,45,60,65,65,50,55,30,30,30,pl1,23,Jesús Imaz,Jagiellonia Bialystok,PKO BP Ekstraklasa,11,Centre-Forward,"Sep 26, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/157.png?lm=1520611569,"1,74m",right,"Jun 30, 2026",€500k,https://img.a.transfermarkt.technology/portrait/medium/176423-1718376545.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
646,646,Alan Rybak,30,,ST,0,45,45,30,0,0,0,0,65,0,0,0,10,0,0,0,0,70,55,20,60,15,35,75,65,35,65,20,25,30,30,60,50,20,50,60,35,30,35,10,35,40,25,20,35,65,65,30,5,5,20,pl1,23,Alan Rybak,Jagiellonia Bialystok,PKO BP Ekstraklasa,51,Centre-Forward,"Dec 1, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,85m",both,"Jun 30, 2026",€300k,https://img.a.transfermarkt.technology/portrait/medium/1073030-1718377349.jpg?lm=1,PKO BP Ekstraklasa,pl1,Jagiellonia Bialystok,/jagiellonia-bialystok/startseite/verein/2300/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/2300.png?lm=1723051894,28,25.3,15,€570k,€15.95m,PKO BP Ekstraklasa,https://tmssl.akamaized.net//images/logo/header/pl1.png?lm=1601990839,Poland,18 teams,525,212,€468k,25.4,Tomasz Pienko,€245.78m
