footballer_id,league_id,team_id,footballer_name,club,league_name,trikot_num,position,birthday,age,nationality_img_path,height,feet,contract,market_value,footballer_img_path
688,pl1,25,Amir Al-Ammari,Cracovia,PKO BP Ekstraklasa,6,Central Midfield,"Jul 27, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/70.png?lm=1520611569,"1,84m",left,"Jun 30, 2027",€700k,https://img.a.transfermarkt.technology/portrait/medium/303766-1705017461.png?lm=1
689,pl1,25,Otar Kakabadze,Cracovia,PKO BP Ekstraklasa,25,Right Midfield,"Jun 27, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/53.png?lm=1520611569,"1,86m",right,"Jun 30, 2027",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/214250-1669049560.png?lm=1
690,pl1,25,Mateusz Bochnak,Cracovia,PKO BP Ekstraklasa,17,Right Midfield,"Feb 11, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,79m",right,"Jun 30, 2025",€250k,https://img.a.transfermarkt.technology/portrait/medium/387258-1697367324.png?lm=1
691,pl1,25,Patryk Janasik,Cracovia,PKO BP Ekstraklasa,77,Right Midfield,"Aug 25, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,78m",right,"Jun 30, 2027",€250k,https://img.a.transfermarkt.technology/portrait/medium/397854-1668769244.png?lm=1
692,pl1,25,Davíd Kristján Ólafsson,Cracovia,PKO BP Ekstraklasa,19,Left Midfield,"May 15, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/73.png?lm=1520611569,"1,84m",left,"Jun 30, 2026",€500k,https://img.a.transfermarkt.technology/portrait/medium/313888-1709021791.png?lm=1
693,pl1,25,Bartosz Biedrzycki,Cracovia,PKO BP Ekstraklasa,16,Left Midfield,"Apr 16, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",left,"Jun 30, 2027",€350k,https://img.a.transfermarkt.technology/portrait/medium/925747-1671301960.png?lm=1
694,pl1,25,Michal Rakoczy,Cracovia,PKO BP Ekstraklasa,10,Attacking Midfield,"Mar 30, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,77m",both,"Jun 30, 2027",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/529548-1669049302.png?lm=1
695,pl1,25,Filip Rozga,Cracovia,PKO BP Ekstraklasa,18,Attacking Midfield,"Aug 7, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,76m",left,"Jun 30, 2026",€1.00m,https://img.a.transfermarkt.technology/portrait/medium/974365-1677271544.png?lm=1
696,pl1,25,Ajdin Hasic,Cracovia,PKO BP Ekstraklasa,14,Attacking Midfield,"Oct 7, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,80m",left,"Jun 30, 2027",€800k,https://img.a.transfermarkt.technology/portrait/medium/522851-1663973692.png?lm=1
697,pl1,25,Mikkel Maigaard,Cracovia,PKO BP Ekstraklasa,11,Attacking Midfield,"Sep 20, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€600k,https://img.a.transfermarkt.technology/portrait/medium/265545-1707838313.jpg?lm=1
698,pl1,25,Fabian Bzdyl,Cracovia,PKO BP Ekstraklasa,23,Attacking Midfield,"Dec 2, 2007",17,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€100k,https://img.a.transfermarkt.technology/portrait/medium/1143311-1707210046.png?lm=1
699,pl1,25,Oskar Lachowicz,Cracovia,PKO BP Ekstraklasa,72,Attacking Midfield,"Apr 19, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€100k,https://img.a.transfermarkt.technology/portrait/medium/954194-1725477792.png?lm=1
700,pl1,25,Benjamin Källman,Cracovia,PKO BP Ekstraklasa,9,Centre-Forward,"Jun 17, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/49.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/322990-1669050447.png?lm=1
701,pl1,25,Mick van Buren,Cracovia,PKO BP Ekstraklasa,7,Centre-Forward,"Aug 24, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569,"1,84m",right,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/189053-1697832417.png?lm=1
702,pl1,25,Kacper Smiglewski,Cracovia,PKO BP Ekstraklasa,21,Centre-Forward,"Jan 7, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,90m",,"Jun 30, 2027",€400k,https://img.a.transfermarkt.technology/portrait/medium/925777-1697367431.png?lm=1
703,pl1,26,Dominik Hladun,Zaglebie Lubin,PKO BP Ekstraklasa,30,Goalkeeper,"Sep 17, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,90m",left,"Jun 30, 2027",€600k,https://img.a.transfermarkt.technology/portrait/medium/278676-1677702719.png?lm=1
704,pl1,26,Jasmin Buric,Zaglebie Lubin,PKO BP Ekstraklasa,1,Goalkeeper,"Feb 18, 1987",37,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,93m",right,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/28308-1671116375.png?lm=1
705,pl1,26,Michal Matys,Zaglebie Lubin,PKO BP Ekstraklasa,34,Goalkeeper,"May 6, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,89m",,"Jun 30, 2026",€25k,https://img.a.transfermarkt.technology/portrait/medium/924895-1697234229.png?lm=1
706,pl1,26,Igor Orlikowski,Zaglebie Lubin,PKO BP Ekstraklasa,31,Centre-Back,"Feb 9, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,81m",right,"Jun 30, 2028",€1.00m,https://img.a.transfermarkt.technology/portrait/medium/991454-1685532037.png?lm=1
707,pl1,26,Aleks Lawniczak,Zaglebie Lubin,PKO BP Ekstraklasa,5,Centre-Back,"May 5, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,89m",,"Jun 30, 2025",€750k,https://img.a.transfermarkt.technology/portrait/medium/425739-1671116771.png?lm=1
708,pl1,26,Bartosz Kopacz,Zaglebie Lubin,PKO BP Ekstraklasa,2,Centre-Back,"May 21, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,88m",right,"Jun 30, 2025",€300k,https://img.a.transfermarkt.technology/portrait/medium/153306-1671117070.png?lm=1
709,pl1,26,Michal Nalepa,Zaglebie Lubin,PKO BP Ekstraklasa,25,Centre-Back,"Jan 22, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,90m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/175947-1669215439.png?lm=1
710,pl1,26,Jaroslaw Jach,Zaglebie Lubin,PKO BP Ekstraklasa,33,Centre-Back,"Feb 17, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,92m",left,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/327755-1671116831.png?lm=1
711,pl1,26,Kacper Lepczynski,Zaglebie Lubin,PKO BP Ekstraklasa,16,Centre-Back,"Jul 18, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,91m",,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/605804-1671117306.png?lm=1
712,pl1,26,Tomasz Makowski,Zaglebie Lubin,PKO BP Ekstraklasa,6,Defensive Midfield,"Jul 19, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,83m",right,"Jun 30, 2026",€650k,https://img.a.transfermarkt.technology/portrait/medium/320961-1671117845.png?lm=1
713,pl1,26,Damian Dabrowski,Zaglebie Lubin,PKO BP Ekstraklasa,8,Defensive Midfield,"Aug 27, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,78m",right,"Jun 30, 2026",€500k,https://img.a.transfermarkt.technology/portrait/medium/143118-1674492814.jpg?lm=1
714,pl1,26,Mateusz Dziewiatowski,Zaglebie Lubin,PKO BP Ekstraklasa,20,Defensive Midfield,"Jun 28, 2007",17,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,87m",left,"Jun 30, 2027",€500k,https://img.a.transfermarkt.technology/portrait/medium/1064464-1698353023.png?lm=1
715,pl1,26,Bartlomiej Kludka,Zaglebie Lubin,PKO BP Ekstraklasa,27,Right Midfield,"May 14, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,86m",,"Jun 30, 2026",€600k,https://img.a.transfermarkt.technology/portrait/medium/697437-1671117193.png?lm=1
716,pl1,26,Mateusz Grzybek,Zaglebie Lubin,PKO BP Ekstraklasa,13,Right Midfield,"Mar 30, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,78m",right,"Jun 30, 2026",€550k,https://img.a.transfermarkt.technology/portrait/medium/244782-1668765093.png?lm=1
717,pl1,26,Arkadiusz Wozniak,Zaglebie Lubin,PKO BP Ekstraklasa,11,Right Midfield,"Jun 1, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/144721-1671123801.png?lm=1
718,pl1,26,Mateusz Wdowiak,Zaglebie Lubin,PKO BP Ekstraklasa,17,Left Midfield,"Aug 28, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,74m",right,"Jun 30, 2026",€550k,https://img.a.transfermarkt.technology/portrait/medium/295495-1641127429.png?lm=1
719,pl1,26,Luís Mata,Zaglebie Lubin,PKO BP Ekstraklasa,55,Left Midfield,"Jul 6, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,81m",left,"Jun 30, 2025",€400k,https://img.a.transfermarkt.technology/portrait/medium/258002-1620146465.jpg?lm=1
720,pl1,26,Tomasz Pienko,Zaglebie Lubin,PKO BP Ekstraklasa,21,Attacking Midfield,"Jan 5, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,85m",right,"Jun 30, 2026",€2.50m,https://img.a.transfermarkt.technology/portrait/medium/555062-1671124778.png?lm=1
721,pl1,26,Kajetan Szmyt,Zaglebie Lubin,PKO BP Ekstraklasa,77,Attacking Midfield,"May 29, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,71m",right,"Jun 30, 2027",€600k,https://img.a.transfermarkt.technology/portrait/medium/658730-1669303567.png?lm=1
722,pl1,26,Marcel Regula,Zaglebie Lubin,PKO BP Ekstraklasa,44,Attacking Midfield,"Oct 26, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",,"Jun 30, 2026",€500k,https://img.a.transfermarkt.technology/portrait/medium/1125761-1698353065.png?lm=1
723,pl1,26,Marek Mroz,Zaglebie Lubin,PKO BP Ekstraklasa,7,Attacking Midfield,"Feb 18, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,79m",,"Jun 30, 2026",€450k,https://img.a.transfermarkt.technology/portrait/medium/346547-1668771592.jpg?lm=1
724,pl1,26,Krzysztof Kolanko,Zaglebie Lubin,PKO BP Ekstraklasa,24,Attacking Midfield,"Aug 3, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,69m",right,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/991460-1670770397.png?lm=1
725,pl1,26,Cyprian Popielec,Zaglebie Lubin,PKO BP Ekstraklasa,99,Attacking Midfield,"Mar 7, 2007",17,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,72m",,"Jun 30, 2026",€350k,https://img.a.transfermarkt.technology/portrait/medium/1046884-1697234309.png?lm=1
726,pl1,26,Hubert Adamczyk,Zaglebie Lubin,PKO BP Ekstraklasa,15,Attacking Midfield,"Feb 23, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€300k,https://img.a.transfermarkt.technology/portrait/medium/287235-1671221042.jpg?lm=1
727,pl1,26,Adam Radwanski,Zaglebie Lubin,PKO BP Ekstraklasa,18,Attacking Midfield,"Apr 10, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,70m",,"Jun 30, 2026",€300k,https://img.a.transfermarkt.technology/portrait/medium/321564-1705432660.png?lm=1
728,pl1,26,Patryk Kusztal,Zaglebie Lubin,PKO BP Ekstraklasa,23,Attacking Midfield,"Mar 28, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,76m",right,"Jun 30, 2027",€150k,https://img.a.transfermarkt.technology/portrait/medium/554315-1671049166.png?lm=1
729,pl1,26,Vaclav Sejk,Zaglebie Lubin,PKO BP Ekstraklasa,9,Centre-Forward,"May 18, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/172.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€600k,https://img.a.transfermarkt.technology/portrait/medium/629777-1699604907.jpg?lm=1
730,pl1,26,Dawid Kurminowski,Zaglebie Lubin,PKO BP Ekstraklasa,90,Centre-Forward,"Feb 24, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€600k,https://img.a.transfermarkt.technology/portrait/medium/346549-1581489114.png?lm=1
731,pl1,26,Daniel Mikolajewski,Zaglebie Lubin,PKO BP Ekstraklasa,80,Centre-Forward,"Jan 24, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/991459-1685532176.png?lm=1
732,pl1,27,Valentin Cojocaru,Pogon Szczecin,PKO BP Ekstraklasa,77,Goalkeeper,"Oct 1, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/140.png?lm=1520611569,"1,95m",right,"Jun 30, 2027",€700k,https://img.a.transfermarkt.technology/portrait/medium/200616-1726213463.png?lm=1
733,pl1,27,Krzysztof Kaminski,Pogon Szczecin,PKO BP Ekstraklasa,31,Goalkeeper,"Nov 26, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,91m",right,"Jun 30, 2026",€150k,https://img.a.transfermarkt.technology/portrait/medium/172874-1726213507.png?lm=1
734,pl1,27,Mariusz Malec,Pogon Szczecin,PKO BP Ekstraklasa,33,Centre-Back,"Apr 4, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,91m",left,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/331871-1726213650.png?lm=1
735,pl1,27,Léo Borges,Pogon Szczecin,PKO BP Ekstraklasa,4,Centre-Back,"Jan 3, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,79m",left,"Jun 30, 2027",€450k,https://img.a.transfermarkt.technology/portrait/medium/681692-1726213728.png?lm=1
736,pl1,27,Danijel Loncar,Pogon Szczecin,PKO BP Ekstraklasa,68,Centre-Back,"Jun 26, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/37.png?lm=1520611569,"1,87m",right,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/366287-1726213691.png?lm=1
737,pl1,27,Dimitrios Keramitsis,Pogon Szczecin,PKO BP Ekstraklasa,13,Centre-Back,"Jul 1, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/56.png?lm=1520611569,"1,93m",both,"Jun 30, 2027",€200k,https://img.a.transfermarkt.technology/portrait/medium/861192-1726213962.jpg?lm=1
738,pl1,27,Benedikt Zech,Pogon Szczecin,PKO BP Ekstraklasa,23,Centre-Back,"Nov 3, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/127.png?lm=1520611569,"1,86m",right,"Jun 30, 2025",€200k,https://img.a.transfermarkt.technology/portrait/medium/83616-1726213766.png?lm=1
739,pl1,27,Wojciech Lisowski,Pogon Szczecin,PKO BP Ekstraklasa,25,Centre-Back,"Feb 10, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,86m",right,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/182953-1726213996.png?lm=1
740,pl1,27,Leonardo Koutris,Pogon Szczecin,PKO BP Ekstraklasa,32,Left-Back,"Jul 23, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/56.png?lm=1520611569,"1,70m",left,"Jun 30, 2026",€750k,https://img.a.transfermarkt.technology/portrait/medium/187530-1726213614.png?lm=1
741,pl1,27,Linus Wahlqvist,Pogon Szczecin,PKO BP Ekstraklasa,28,Right-Back,"Nov 11, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/147.png?lm=1520611569,"1,85m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/249125-1726213574.png?lm=1
742,pl1,27,Jakub Lis,Pogon Szczecin,PKO BP Ekstraklasa,17,Right-Back,"Jan 14, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,75m",right,"Jun 30, 2026",€200k,https://img.a.transfermarkt.technology/portrait/medium/658113-1726213802.png?lm=1
743,pl1,27,Fredrik Ulvestad,Pogon Szczecin,PKO BP Ekstraklasa,8,Defensive Midfield,"Jun 17, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/125.png?lm=1520611569,"1,83m",right,"Jun 30, 2026",€500k,https://img.a.transfermarkt.technology/portrait/medium/158022-1726214095.png?lm=1
744,pl1,27,João Gamboa,Pogon Szczecin,PKO BP Ekstraklasa,21,Defensive Midfield,"Aug 31, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,87m",right,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/364406-1726214137.png?lm=1
745,pl1,27,Rafal Kurzawa,Pogon Szczecin,PKO BP Ekstraklasa,7,Defensive Midfield,"Jan 29, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,82m",left,"Jun 30, 2025",€350k,https://img.a.transfermarkt.technology/portrait/medium/191895-1726214217.png?lm=1
746,pl1,27,Kacper Smolinski,Pogon Szczecin,PKO BP Ekstraklasa,61,Defensive Midfield,"Feb 7, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,78m",left,"Jun 30, 2026",€200k,https://img.a.transfermarkt.technology/portrait/medium/597231-1726214342.png?lm=1
747,pl1,27,Adrian Przyborek,Pogon Szczecin,PKO BP Ekstraklasa,10,Attacking Midfield,"Jan 1, 2007",17,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,84m",right,"Jun 30, 2027",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/1018395-1726214029.png?lm=1
748,pl1,27,Kacper Lukasiak,Pogon Szczecin,PKO BP Ekstraklasa,19,Attacking Midfield,"Sep 24, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/694428-1726214257.png?lm=1
749,pl1,27,Alexander Gorgon,Pogon Szczecin,PKO BP Ekstraklasa,20,Attacking Midfield,"Oct 28, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/127.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/45425-1726214455.png?lm=1
750,pl1,27,Kamil Grosicki,Pogon Szczecin,PKO BP Ekstraklasa,11,Left Winger,"Jun 8, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/37920-1726214930.png?lm=1
751,pl1,27,Olaf Korczakowski,Pogon Szczecin,PKO BP Ekstraklasa,27,Left Winger,"Nov 11, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,83m",,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/633227-1726215091.png?lm=1
752,pl1,27,Vahan Bichakhchyan,Pogon Szczecin,PKO BP Ekstraklasa,22,Right Winger,"Jul 9, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/10.png?lm=1520611569,"1,72m",left,"Jun 30, 2025",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/399348-1726214858.png?lm=1
753,pl1,27,Marcel Wedrychowski,Pogon Szczecin,PKO BP Ekstraklasa,15,Right Winger,"Jan 13, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,73m",both,"Jun 30, 2026",€200k,https://img.a.transfermarkt.technology/portrait/medium/554975-1726215037.png?lm=1
754,pl1,27,Efthymios Koulouris,Pogon Szczecin,PKO BP Ekstraklasa,9,Centre-Forward,"Mar 6, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/56.png?lm=1520611569,"1,86m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/242638-1726214797.png?lm=1
755,pl1,27,Patryk Paryzek,Pogon Szczecin,PKO BP Ekstraklasa,51,Centre-Forward,"Feb 3, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,92m",,"Jun 30, 2026",€500k,https://img.a.transfermarkt.technology/portrait/medium/1149461-1726214973.png?lm=1
756,pl1,27,Antoni Klukowski,Pogon Szczecin,PKO BP Ekstraklasa,46,Centre-Forward,"Apr 2, 2007",17,https://tmssl.akamaized.net//images/flagge/verysmall/80.png?lm=1520611569,"1,86m",left,"Jun 30, 2026",€50k,https://img.a.transfermarkt.technology/portrait/medium/1085939-1726215143.png?lm=1
757,pl1,28,Szymon Weirauch,Lechia Gdansk,PKO BP Ekstraklasa,1,Goalkeeper,"Mar 5, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,92m",right,"Jun 30, 2029",€350k,https://img.a.transfermarkt.technology/portrait/medium/727119-1671116696.png?lm=1
758,pl1,28,Bogdan Sarnavskyi,Lechia Gdansk,PKO BP Ekstraklasa,29,Goalkeeper,"Jan 29, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/177.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€350k,https://img.a.transfermarkt.technology/portrait/medium/177276-1639151225.png?lm=1
759,pl1,28,Kacper Gutowski,Lechia Gdansk,PKO BP Ekstraklasa,81,Goalkeeper,"Jun 15, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,86m",,-,€25k,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
760,pl1,28,Elias Olsson,Lechia Gdansk,PKO BP Ekstraklasa,3,Centre-Back,"Apr 23, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/147.png?lm=1520611569,"1,88m",left,"Jun 30, 2026",€550k,https://img.a.transfermarkt.technology/portrait/medium/673067-1697396077.png?lm=1
761,pl1,28,Bujar Pllana,Lechia Gdansk,PKO BP Ekstraklasa,44,Centre-Back,"Oct 29, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/244.png?lm=1520611569,"1,87m",right,"Jun 30, 2028",€400k,https://img.a.transfermarkt.technology/portrait/medium/724843-1687379240.png?lm=1
762,pl1,28,Andrei Chindriș,Lechia Gdansk,PKO BP Ekstraklasa,4,Centre-Back,"Jan 12, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/140.png?lm=1520611569,"1,91m",both,"Jun 30, 2027",€300k,https://img.a.transfermarkt.technology/portrait/medium/435731-1615535510.png?lm=1
763,pl1,28,Loup-Diwan Gueho,Lechia Gdansk,PKO BP Ekstraklasa,94,Centre-Back,"May 24, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,88m",right,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/956708-1707397120.jpg?lm=1
764,pl1,28,Bartosz Brylowski,Lechia Gdansk,PKO BP Ekstraklasa,24,Centre-Back,"Jan 31, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,89m",left,"Jun 30, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/708427-1697396137.png?lm=1
765,pl1,28,Conrado,Lechia Gdansk,PKO BP Ekstraklasa,20,Left-Back,"Apr 3, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,73m",left,"Jun 30, 2027",€400k,https://img.a.transfermarkt.technology/portrait/medium/514674-1669215760.png?lm=1
766,pl1,28,Milosz Kalahur,Lechia Gdansk,PKO BP Ekstraklasa,23,Left-Back,"Jun 29, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,75m",left,"Jun 30, 2026",€350k,https://img.a.transfermarkt.technology/portrait/medium/398802-1668772303.jpg?lm=1
767,pl1,28,Marcel Bajko,Lechia Gdansk,PKO BP Ekstraklasa,45,Left-Back,"Jun 6, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,74m",,"Dec 31, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/1080768-1697396180.png?lm=1
768,pl1,28,Dominik Pila,Lechia Gdansk,PKO BP Ekstraklasa,11,Right-Back,"May 6, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€350k,https://img.a.transfermarkt.technology/portrait/medium/687671-1669218887.png?lm=1
769,pl1,28,Ivan Zhelizko,Lechia Gdansk,PKO BP Ekstraklasa,5,Defensive Midfield,"Feb 12, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/177.png?lm=1520611569,"1,86m",right,"Jun 30, 2028",€800k,https://img.a.transfermarkt.technology/portrait/medium/417229-1678956818.png?lm=1
770,pl1,28,Louis D'Arrigo,Lechia Gdansk,PKO BP Ekstraklasa,16,Defensive Midfield,"Sep 23, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/12.png?lm=1520611569,"1,78m",right,"Jun 30, 2027",€300k,https://img.a.transfermarkt.technology/portrait/medium/561650-1635323706.png?lm=1
771,pl1,28,Adam Kardas,Lechia Gdansk,PKO BP Ekstraklasa,42,Defensive Midfield,"Aug 23, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,80m",,"Dec 31, 2025",€25k,https://img.a.transfermarkt.technology/portrait/medium/1080772-1697396377.png?lm=1
772,pl1,28,Sergiy Buletsa,Lechia Gdansk,PKO BP Ekstraklasa,19,Attacking Midfield,"Feb 16, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/177.png?lm=1520611569,"1,72m",right,"Jun 30, 2025",€900k,https://img.a.transfermarkt.technology/portrait/medium/404846-1639334793.png?lm=1
